timestamp,coord_x,coord_y,vehicle_type,speed,traffic_density,hour,is_peak_hour,is_large_vehicle,is_large_vehicle_ratio,cluster,congestion_severity
2024-01-01 04:18:00,9.624472949421111,5.756652529974197,motorcycle,30.77885726980675,high,4,0,0,0.0,2,1.4610571365096625
2024-01-01 22:24:00,2.5178229582536416,1.2611532237541057,motorcycle,45.44092663524045,high,22,0,0,0.0,4,0.7279536682379775
2024-01-01 19:20:00,4.972485058923855,5.817215274734767,bus,33.85055167937834,medium,19,0,1,1.0,3,0.8716482773540553
2024-01-01 23:03:00,3.0087830981676964,7.6634721310465235,motorcycle,5.0,low,23,0,0,0.0,3,0.9166666666666666
2024-01-01 23:22:00,2.848404943774676,4.064165365740187,car,32.6264198787169,high,23,0,1,1.0,3,1.368679006064155
2024-01-01 03:23:00,0.36886947354532795,8.798377479414679,car,15.499836438324673,low,3,0,1,1.0,0,0.7416693926945889
2024-01-01 02:15:00,6.095643339798968,6.486829533573645,car,20.340290753884638,medium,2,0,1,1.0,2,1.3219903082038453
2024-01-01 20:51:00,5.026790232288615,8.992489182892026,motorcycle,21.8783052827367,high,20,0,0,0.0,3,1.9060847358631647
2024-01-01 02:36:00,0.5147875124998935,6.235053112473372,car,23.36661676487698,high,2,0,1,1.0,0,1.831669161756151
2024-01-01 20:28:00,2.7864646423661146,1.3128797200482423,motorcycle,16.24850607959697,low,20,0,0,0.0,4,0.7291915653400505
2024-01-01 01:01:00,9.082658859666537,3.096917111051891,car,32.03482003452287,high,1,0,1,1.0,2,1.3982589982738565
2024-01-01 12:15:00,2.395618906669724,2.0179494825245694,motorcycle,15.891977149090408,low,12,0,0,0.0,4,0.7351337141818265
2024-01-01 18:00:00,1.448948720912231,9.088264977168624,motorcycle,33.56667607249847,low,18,1,0,0.0,3,0.4405553987916922
2024-01-01 22:09:00,4.89452760277563,7.604000672874827,motorcycle,52.369710770616294,medium,22,0,0,0.0,3,0.2543429743127902
2024-01-01 05:08:00,9.856504541106007,6.76398368910006,car,16.70640941065936,low,5,0,1,1.0,2,0.7215598431556773
2024-01-01 08:55:00,2.4205527151150044,3.009663196316217,motorcycle,27.15489695660778,high,8,1,0,0.0,4,1.6422551521696112
2024-01-01 12:00:00,6.721355474058786,1.8404477205021352,motorcycle,5.0,low,12,0,0,0.0,1,0.9166666666666666
2024-01-01 03:58:00,7.616196153287175,7.564510879889118,motorcycle,26.990647070298667,high,3,0,0,0.0,2,1.6504676464850667
2024-01-01 22:56:00,2.3763754399239967,4.741579458790797,bus,36.42717152631484,low,22,0,1,1.0,3,0.3928804745614194
2024-01-01 06:36:00,7.282163486118596,2.257895521506291,car,37.20639231357267,medium,6,0,1,1.0,1,0.759786922880911
2024-01-01 14:44:00,3.677831327192532,6.166219781652751,motorcycle,30.773637302840967,medium,14,0,0,0.0,3,0.9742120899053011
2024-01-01 11:20:00,6.3230583059357945,0.40333852138451975,car,38.892634247589754,low,11,0,1,1.0,1,0.3517894292068374
2024-01-01 06:48:00,6.335297107608947,3.261702541282535,motorcycle,55.46054535942792,low,6,0,0,0.0,2,0.07565757734286803
2024-01-01 12:36:00,5.357746840747585,4.685569945911347,motorcycle,47.123046874375994,low,12,0,0,0.0,1,0.21461588542706675
2024-01-01 13:35:00,0.902897700544083,1.4795833410940584,bus,24.77479070590363,medium,13,0,1,1.0,4,1.1741736431365457
2024-01-01 14:07:00,8.35302495589238,9.846544775908395,motorcycle,15.488960135332615,low,14,0,0,0.0,3,0.741850664411123
2024-01-01 01:04:00,3.2078006497173583,2.0909736458961428,motorcycle,25.938485834261964,low,1,0,0,0.0,4,0.5676919027623005
2024-01-01 13:31:00,1.8651851039985423,1.3035313004326554,motorcycle,20.530172343826518,high,13,0,0,0.0,4,1.973491382808674
2024-01-01 00:35:00,0.40775141554763916,2.035348738868964,motorcycle,34.51347547864633,medium,0,0,0,0.0,4,0.8495508173784557
2024-01-01 09:40:00,5.908929431882418,7.690611331597243,motorcycle,18.18806460570502,medium,9,1,0,0.0,2,1.3937311798098326
2024-01-01 20:04:00,6.775643618422825,4.255056592718428,motorcycle,29.27177567409658,low,20,0,0,0.0,1,0.5121370720983903
2024-01-01 06:16:00,0.16587828927856152,5.65415939752538,motorcycle,38.380140545363105,low,6,0,0,0.0,0,0.36033099091061493
2024-01-01 21:50:00,5.12093058299281,0.21009156986360744,motorcycle,28.99304127182823,high,21,0,0,0.0,1,1.5503479364085886
2024-01-01 09:32:00,2.2649577519793795,0.34431308573314556,motorcycle,20.536861772522037,low,9,1,0,0.0,4,0.657718970457966
2024-01-01 11:00:00,6.451727904094499,4.458255498270161,motorcycle,41.74814057585692,medium,11,0,0,0.0,1,0.6083953141381025
2024-01-01 06:16:00,1.7436642900499144,8.166552432016235,motorcycle,11.210190552461729,high,6,0,0,0.0,0,2.4394904723769133
2024-01-01 21:13:00,6.90937738102466,8.852388787075652,car,26.72204944122537,medium,21,0,1,1.0,3,1.109265018625821
2024-01-01 21:15:00,3.867353463005374,0.8670656759564022,motorcycle,29.583399766186652,low,21,0,0,0.0,4,0.5069433372302224
2024-01-01 22:41:00,9.367299887367345,5.383631021010228,car,30.15908658399631,high,22,0,1,1.0,1,1.4920456708001846
2024-01-01 00:33:00,1.3752094414599325,9.132296862792705,car,31.804960560780813,medium,0,0,1,1.0,0,0.9398346479739729
2024-01-01 11:41:00,3.410663510502585,3.8797275439788637,car,36.104398198094934,medium,11,0,1,1.0,4,0.7965200600635022
2024-01-01 13:18:00,1.1347352124058907,8.295658314283687,motorcycle,29.64592560954649,medium,13,0,0,0.0,0,1.0118024796817837
2024-01-01 23:08:00,9.246936182785628,1.336956543994362,motorcycle,26.319417178563192,low,23,0,0,0.0,1,0.5613430470239468
2024-01-01 22:15:00,8.77339353380981,9.353944896677987,motorcycle,25.924106553403043,low,22,0,0,0.0,3,0.5679315574432826
2024-01-01 03:36:00,2.579416277151556,7.514233175313026,car,23.884841979616454,low,3,0,1,1.0,0,0.6019193003397257
2024-01-01 11:32:00,6.59984046034179,9.413343927869017,motorcycle,37.87543324326865,low,11,0,0,0.0,2,0.3687427792788558
2024-01-01 23:17:00,8.172222002012159,6.766172335525065,car,23.534715205234853,medium,23,0,1,1.0,3,1.2155094931588382
2024-01-01 13:02:00,5.5520081159946235,3.6340393199942698,car,38.467711090082446,high,13,0,1,1.0,1,1.0766144454958777
2024-01-01 03:33:00,5.296505783560065,9.381811725247225,motorcycle,30.18999082259871,low,3,0,0,0.0,2,0.4968334862900215
2024-01-01 02:58:00,2.418522909004517,2.7556677630917847,motorcycle,24.787451931438703,high,2,0,0,0.0,4,1.760627403428065
2024-01-01 01:09:00,0.9310276780589921,3.321725220617325,car,36.18407215744135,medium,1,0,1,1.0,0,0.7938642614186217
2024-01-01 17:02:00,8.972157579533267,7.008084180017403,motorcycle,22.725460752768818,low,17,1,0,0.0,3,0.6212423207871863
2024-01-01 21:04:00,9.004180571633304,7.6531629952538625,motorcycle,36.38184040728213,medium,21,0,0,0.0,3,0.7872719864239291
2024-01-01 08:38:00,6.33101457273268,9.294034838491537,car,32.12726121191785,low,8,1,1,1.0,2,0.46454564646803587
2024-01-01 18:34:00,3.390297910487007,2.048024090562095,motorcycle,24.03675310908079,low,18,1,0,0.0,4,0.5993874481819869
2024-01-01 08:36:00,3.492095746126609,7.979980352192239,bus,35.28634815334559,high,8,1,1,1.0,0,1.2356825923327202
2024-01-01 18:31:00,7.259556788702394,7.385460533969635,car,35.465897256886386,medium,18,1,1,1.0,3,0.8178034247704538
2024-01-01 04:22:00,8.971102599525771,0.6379455625359787,car,41.57519605809958,medium,4,0,1,1.0,1,0.6141601313966807
2024-01-01 08:39:00,8.870864242651173,3.8722314121020696,motorcycle,39.66147012409296,medium,8,1,0,0.0,1,0.6779509958635681
2024-01-01 08:05:00,7.798755458576238,2.827654570600986,motorcycle,34.91274020726283,high,8,1,0,0.0,1,1.2543629896368587
2024-01-01 16:23:00,6.420316461542877,3.044904243540304,motorcycle,18.72409048791237,high,16,1,0,0.0,1,2.0637954756043815
2024-01-01 10:44:00,0.8413996499504883,9.829468795547008,motorcycle,54.48586988174057,medium,10,0,0,0.0,0,0.18380433727531434
2024-01-01 01:13:00,1.6162871409461377,6.427774134799279,motorcycle,15.963837889281898,medium,1,0,0,0.0,0,1.46787207035727
2024-01-01 10:18:00,8.985541885270793,7.176761577934996,motorcycle,39.49263174282309,low,10,0,0,0.0,2,0.3417894709529484
2024-01-01 16:05:00,6.0642905965958995,9.766176373150092,motorcycle,34.31283816886298,low,16,1,0,0.0,3,0.42811936385228366
2024-01-01 03:47:00,0.09197051616629648,3.7720178245763867,motorcycle,18.258576275188855,high,3,0,0,0.0,0,2.087071186240557
2024-01-01 08:21:00,1.014715428660321,8.01840168452806,car,28.75699061121501,low,8,1,1,1.0,0,0.5207168231464165
2024-01-01 12:50:00,6.635017691080558,4.345309633044954,motorcycle,29.212471137553596,medium,12,0,0,0.0,1,1.0262509620815468
2024-01-01 18:46:00,0.05061583846218687,8.695336718149797,motorcycle,43.05582715810523,medium,18,1,0,0.0,3,0.5648057613964923
2024-01-01 12:44:00,1.6080805141749865,1.8065754131130318,car,22.866890997197885,low,12,0,1,1.0,4,0.618885150046702
2024-01-01 01:36:00,5.487337893665861,9.476861770642795,bus,27.380549935756463,low,1,0,1,1.0,2,0.5436575010707256
2024-01-01 21:06:00,6.918951976926932,2.1877170841087965,motorcycle,6.639303949787369,high,21,0,0,0.0,1,2.6680348025106317
